id,name,spirit_category,primary_spirit,method,glass,ice,garnish,flavor_profiles,vibes,difficulty,lore,pro_tip,is_classic,source,steps_json,ingredients_json,photo_url,photo_thumb,photo_source,photo_id,has_custom_photo,photo_credit,photo_credit_url
ll-00732,Caribbean Tonic,rum,El Dorado,shake,coupe,large cube,chili flakes on rim,"[""sour"", ""citrusy"", ""refreshing""]","[""Cozy Night In"", ""Party Starter""]",easy,The recipe was scrawled on a cocktail napkin by its creator and passed between bartenders for years before being formally documented.,Add a few drops of saline solution (20:1 water to salt) to enhance perception of sweetness without making the drink saltier.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with chili flakes on rim.""]","[{""name"": ""El Dorado"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""espresso"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1571950006183-5cbf100a9bf1?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1571950006183-5cbf100a9bf1?w=400&q=70&fit=crop&auto=format,unsplash,1571950006183-5cbf100a9bf1,False,Unsplash,https://unsplash.com/photos/1571950006183-5cbf100a9bf1
ll-00733,The Midnight Julep,mezcal,Montelobos,shake,coupe,none (served neat),Luxardo cherry,"[""nutty"", ""smoky"", ""citrusy"", ""spicy"", ""floral""]","[""Summer Patio"", ""Brunch""]",hard,,"Build directly in the glass and add the carbonated ingredient last, giving only one gentle stir to preserve the bubbles.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with Luxardo cherry.""]","[{""name"": ""Montelobos"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""fresh grapefruit juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""honey syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""black tea"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1551538827-9c037cb4f32a?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1551538827-9c037cb4f32a?w=400&q=70&fit=crop&auto=format,unsplash,1551538827-9c037cb4f32a,False,Unsplash,https://unsplash.com/photos/1551538827-9c037cb4f32a
ll-00734,Spiced Caribbean Mist,whiskey_rye,Sazerac Rye,stir,coupe,crushed,candied ginger,"[""warming"", ""refreshing"", ""sour"", ""bitter"", ""boozy""]","[""Beach Day"", ""Game Night""]",medium,,"Toast your spices (cinnamon stick, cardamom) before making the syrup to deepen the flavor profile significantly.",False,liquid_lore_original,"[""Combine all ingredients in a mixing glass."", ""Fill with large ice cubes and stir steadily for 30 seconds."", ""Strain into your chilled glass."", ""Garnish with candied ginger.""]","[{""name"": ""Sazerac Rye"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""sweet vermouth"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""Angostura bitters"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1626196340347-9ac5e8a2c6c8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1626196340347-9ac5e8a2c6c8?w=400&q=70&fit=crop&auto=format,unsplash,1626196340347-9ac5e8a2c6c8,False,Unsplash,https://unsplash.com/photos/1626196340347-9ac5e8a2c6c8
ll-00735,The Hazy Royale,rum,El Dorado,shake,highball,large cube,grapefruit half-wheel,"[""citrusy"", ""floral"", ""refreshing""]","[""Date Night"", ""Holiday"", ""Party Starter"", ""After Dinner""]",medium,"A house original from a legendary bar that no longer exists, kept alive through oral tradition among bartenders who worked there.","When double-straining through a fine mesh, work quickly — the ice continues to dilute in the shaker.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with grapefruit half-wheel.""]","[{""name"": ""El Dorado"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""grapefruit juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""honey syrup"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1544145945-f90425340c7e?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1544145945-f90425340c7e?w=400&q=70&fit=crop&auto=format,unsplash,1544145945-f90425340c7e,False,Unsplash,https://unsplash.com/photos/1544145945-f90425340c7e
ll-00736,Andean Haze,rum,El Dorado,shake,coupe,crushed,orange wheel,"[""sour"", ""citrusy"", ""refreshing"", ""floral""]","[""Happy Hour"", ""Game Night""]",easy,"Invented by a hotel bartender in Havana during the 1920s for an expatriate writer, this cocktail became synonymous with Caribbean sophistication.","For a richer texture, substitute a small amount of the simple syrup with honey syrup (1:1 honey to warm water).",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with orange wheel.""]","[{""name"": ""El Dorado"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""passion fruit juice"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=400&q=70&fit=crop&auto=format,unsplash,1574680096145-d05b474e2155,False,Unsplash,https://unsplash.com/photos/1574680096145-d05b474e2155
ll-00737,Madam Twilight,whiskey_bourbon,Four Roses,shake,rocks,crushed,cocktail cherry,"[""sour"", ""citrusy"", ""warming""]","[""Holiday"", ""Cozy Night In""]",easy,The recipe was developed by a competition bartender seeking to highlight a single spirit's character while adding just enough complexity to reward attention.,Use large-format ice. A single 2-inch cube melts far slower than cracked ice and keeps the drink from becoming watered-down.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with cocktail cherry.""]","[{""name"": ""Four Roses"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""Peychaud's bitters"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=400&q=70&fit=crop&auto=format,unsplash,1570196922220-8bca443c6b8b,False,Unsplash,https://unsplash.com/photos/1570196922220-8bca443c6b8b
ll-00738,Rosario's Spritzer,tequila,Espolon Blanco,shake,rocks,large cube,gold luster dust,"[""citrusy"", ""bitter"", ""refreshing"", ""savory""]","[""Happy Hour"", ""Game Night"", ""Holiday"", ""Party Starter""]",medium,,Muddle herbs with syrup rather than citrus — the sugar helps extract essential oils without releasing bitter chlorophyll.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with gold luster dust.""]","[{""name"": ""Espolon Blanco"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""Campari"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""fresh grapefruit juice"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""cinnamon syrup"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=400&q=70&fit=crop&auto=format,unsplash,1574680096145-d05b474e2155,False,Unsplash,https://unsplash.com/photos/1574680096145-d05b474e2155
ll-00739,The Twisted Haze,tequila,Clase Azul,shake,highball,on the rocks,grapefruit wheel,"[""refreshing"", ""sweet"", ""citrusy"", ""spicy"", ""fruity""]","[""Healthy-ish"", ""Summer Patio"", ""Game Night""]",medium,,Add a few drops of saline solution (20:1 water to salt) to enhance perception of sweetness without making the drink saltier.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with grapefruit wheel.""]","[{""name"": ""Clase Azul"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""watermelon juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1605270012917-bf157c5a9541?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1605270012917-bf157c5a9541?w=400&q=70&fit=crop&auto=format,unsplash,1605270012917-bf157c5a9541,False,Unsplash,https://unsplash.com/photos/1605270012917-bf157c5a9541
ll-00740,Rosy Highball,brandy,E&J,shake,coupe,crushed,cocktail onion,"[""warming"", ""citrusy"", ""sweet""]","[""Date Night"", ""Cozy Night In"", ""Game Night""]",hard,,Add a few drops of saline solution (20:1 water to salt) to enhance perception of sweetness without making the drink saltier.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with cocktail onion.""]","[{""name"": ""E&J"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=400&q=70&fit=crop&auto=format,unsplash,1570196922220-8bca443c6b8b,False,Unsplash,https://unsplash.com/photos/1570196922220-8bca443c6b8b
ll-00741,The Stormy Gimlet,whiskey_rye,Rittenhouse,stir,coupe,none (served neat),Luxardo cherry,"[""warming"", ""bitter"", ""boozy""]","[""Holiday"", ""Happy Hour""]",easy,"Popularized in Tokyo's bar scene before crossing the Pacific, this drink introduced Western audiences to Japanese whisky culture.","For a richer texture, substitute a small amount of the simple syrup with honey syrup (1:1 honey to warm water).",False,liquid_lore_original,"[""Combine all ingredients in a mixing glass."", ""Fill with large ice cubes and stir steadily for 30 seconds."", ""Strain into your chilled glass."", ""Garnish with Luxardo cherry.""]","[{""name"": ""Rittenhouse"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""sweet vermouth"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""Angostura bitters"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1571950006183-5cbf100a9bf1?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1571950006183-5cbf100a9bf1?w=400&q=70&fit=crop&auto=format,unsplash,1571950006183-5cbf100a9bf1,False,Unsplash,https://unsplash.com/photos/1571950006183-5cbf100a9bf1
ll-00742,London Spritz,tequila,Jose Cuervo,build,highball,large cube,brandied cherry,"[""earthy"", ""sweet"", ""citrusy"", ""floral"", ""fruity""]","[""Date Night"", ""Late Night""]",easy,"Born in New Orleans in the late 1800s, this is one of the oldest continuously served cocktails in American history.","For a richer texture, substitute a small amount of the simple syrup with honey syrup (1:1 honey to warm water).",False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with brandied cherry.""]","[{""name"": ""Jose Cuervo"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh orange juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""grenadine"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""Lillet Blanc"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1621263764928-df1444c5e859?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1621263764928-df1444c5e859?w=400&q=70&fit=crop&auto=format,unsplash,1621263764928-df1444c5e859,False,Unsplash,https://unsplash.com/photos/1621263764928-df1444c5e859
ll-00743,Atlantic Highball,gin,Bombay Sapphire,shake,highball,on the rocks,pineapple chunk,"[""herby"", ""light"", ""refreshing""]","[""Happy Hour"", ""Brunch"", ""After Dinner"", ""Party Starter""]",medium,,"Dry shake first (no ice) for 15 seconds to fully emulsify the egg white, then shake with ice for texture.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with pineapple chunk.""]","[{""name"": ""Bombay Sapphire"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""fresh cucumber juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""orgeat syrup"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=400&q=70&fit=crop&auto=format,unsplash,1574680096145-d05b474e2155,False,Unsplash,https://unsplash.com/photos/1574680096145-d05b474e2155
ll-00744,Honeyed Palermo Splash,rum,Zacapa,shake,coupe,on the rocks,edible flower,"[""citrusy"", ""sweet"", ""floral""]","[""Late Night"", ""Summer Patio""]",medium,,"When double-straining through a fine mesh, work quickly — the ice continues to dilute in the shaker.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with edible flower.""]","[{""name"": ""Zacapa"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""honey syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""aquafaba"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=400&q=70&fit=crop&auto=format,unsplash,1563227812-0ea4c22e6cc8,False,Unsplash,https://unsplash.com/photos/1563227812-0ea4c22e6cc8
ll-00745,The Ember Sour,tequila,Jose Cuervo,shake,coupe,large cube,cocktail cherry,"[""tropical"", ""citrusy"", ""refreshing""]","[""After Dinner"", ""Brunch"", ""Healthy-ish"", ""Date Night""]",hard,The drink was created as a vehicle for a newly imported spirit and remains the definitive way to experience that base.,Salt on the rim should only cover half the rim — this gives the drinker the choice of sipping with or without.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with cocktail cherry.""]","[{""name"": ""Jose Cuervo"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""pineapple juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1546171753-97d7676e4602?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1546171753-97d7676e4602?w=400&q=70&fit=crop&auto=format,unsplash,1546171753-97d7676e4602,False,Unsplash,https://unsplash.com/photos/1546171753-97d7676e4602
ll-00746,The Scarlet Spritz,amaro,Benedictine,build,highball,crushed,brandied cherry,"[""refreshing"", ""tropical"", ""bitter"", ""floral"", ""fruity""]","[""Date Night"", ""Happy Hour"", ""Summer Patio"", ""Party Starter""]",easy,This cocktail's balance of bitter and sweet made it the darling of the early craft cocktail revival in the early 2000s.,Add a few drops of saline solution (20:1 water to salt) to enhance perception of sweetness without making the drink saltier.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with brandied cherry.""]","[{""name"": ""Benedictine"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""club soda"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""fresh orange juice"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""red wine"", ""amount"": ""2 dashes"", ""notes"": null}]",https://images.unsplash.com/photo-1470337458755-9f97ef3a60db?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1470337458755-9f97ef3a60db?w=400&q=70&fit=crop&auto=format,unsplash,1470337458755-9f97ef3a60db,False,Unsplash,https://unsplash.com/photos/1470337458755-9f97ef3a60db
ll-00747,The Dusky Splash,scotch,Glenfiddich,shake,rocks,none (served up),toasted coconut flakes,"[""warming"", ""creamy"", ""smoky"", ""sour"", ""citrusy""]","[""Healthy-ish"", ""Summer Patio"", ""Happy Hour"", ""Date Night""]",hard,,"When double-straining through a fine mesh, work quickly — the ice continues to dilute in the shaker.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with toasted coconut flakes.""]","[{""name"": ""Glenfiddich"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""honey syrup"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1605270012917-bf157c5a9541?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1605270012917-bf157c5a9541?w=400&q=70&fit=crop&auto=format,unsplash,1605270012917-bf157c5a9541,False,Unsplash,https://unsplash.com/photos/1605270012917-bf157c5a9541
ll-00748,Midnight Current,gin,Monkey 47,shake,coupe,crushed,lime wheel,"[""citrusy"", ""herby"", ""refreshing"", ""fruity""]","[""Summer Patio"", ""Date Night"", ""After Dinner""]",easy,The recipe was developed by a competition bartender seeking to highlight a single spirit's character while adding just enough complexity to reward attention.,Rinse the glass with absinthe or a peated Scotch before building the drink to add a subtle aromatic backdrop.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with lime wheel.""]","[{""name"": ""Monkey 47"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=400&q=70&fit=crop&auto=format,unsplash,1563227812-0ea4c22e6cc8,False,Unsplash,https://unsplash.com/photos/1563227812-0ea4c22e6cc8
ll-00749,Seoul Ember,vodka,Finlandia,shake,martini,none (served up),basil leaf,"[""citrusy"", ""sweet"", ""fruity""]","[""After Dinner"", ""Healthy-ish"", ""Game Night""]",medium,The recipe was scrawled on a cocktail napkin by its creator and passed between bartenders for years before being formally documented.,Muddle herbs with syrup rather than citrus — the sugar helps extract essential oils without releasing bitter chlorophyll.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with basil leaf.""]","[{""name"": ""Finlandia"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""cranberry juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""orange bitters"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1609951651490-b1f34bb34b8b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1609951651490-b1f34bb34b8b?w=400&q=70&fit=crop&auto=format,unsplash,1609951651490-b1f34bb34b8b,False,Unsplash,https://unsplash.com/photos/1609951651490-b1f34bb34b8b
ll-00750,New Orleans Spritz,whiskey_rye,WhistlePig,stir,coupe,crushed,expressed orange peel,"[""warming"", ""herby"", ""sweet""]","[""Healthy-ish"", ""Late Night"", ""Summer Patio""]",easy,The drink was created as a vehicle for a newly imported spirit and remains the definitive way to experience that base.,"Express the citrus peel by holding it skin-side-down over the glass, giving it a sharp bend to release the oils, then run it around the rim before dropping it in.",False,liquid_lore_original,"[""Combine all ingredients in a mixing glass."", ""Fill with large ice cubes and stir steadily for 30 seconds."", ""Strain into your chilled glass."", ""Garnish with expressed orange peel.""]","[{""name"": ""WhistlePig"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""Benedictine"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""Angostura bitters"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""fresh grapefruit juice"", ""amount"": ""2 dashes"", ""notes"": null}]",https://images.unsplash.com/photo-1607622750671-6cd9a99eabd1?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1607622750671-6cd9a99eabd1?w=400&q=70&fit=crop&auto=format,unsplash,1607622750671-6cd9a99eabd1,False,Unsplash,https://unsplash.com/photos/1607622750671-6cd9a99eabd1
ll-00751,The Colonel's Riptide,vodka,Grey Goose,shake,martini,crushed,lime wheel,"[""refreshing"", ""sweet"", ""citrusy"", ""bitter"", ""fruity""]","[""Cozy Night In"", ""Summer Patio""]",medium,The recipe was developed by a competition bartender seeking to highlight a single spirit's character while adding just enough complexity to reward attention.,Batch the base mix a day ahead and store in the fridge — the flavors meld and the drink becomes more cohesive.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with lime wheel.""]","[{""name"": ""Grey Goose"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""cranberry juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""aquafaba"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=400&q=70&fit=crop&auto=format,unsplash,1560963805-6c64f2785b9c,False,Unsplash,https://unsplash.com/photos/1560963805-6c64f2785b9c
ll-00752,Neon Sling,amaro,Kahlua,build,wine glass,crushed,cocktail onion,"[""bitter"", ""creamy"", ""refreshing"", ""sweet""]","[""Game Night"", ""Late Night""]",medium,"A riff on a Prohibition-era sour, updated with modern syrups and techniques for a cleaner, more vibrant result.","Build directly in the glass and add the carbonated ingredient last, giving only one gentle stir to preserve the bubbles.",False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with cocktail onion.""]","[{""name"": ""Kahlua"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""Prosecco"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""club soda"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1582106245687-91b5614c0b6b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1582106245687-91b5614c0b6b?w=400&q=70&fit=crop&auto=format,unsplash,1582106245687-91b5614c0b6b,False,Unsplash,https://unsplash.com/photos/1582106245687-91b5614c0b6b
ll-00753,Buenos Aires Blossom,whiskey_bourbon,Four Roses,shake,rocks,large cube,jalapeño slice,"[""sour"", ""citrusy"", ""warming"", ""bitter""]","[""Holiday"", ""Cozy Night In"", ""Brunch"", ""Beach Day""]",hard,,"Express the citrus peel by holding it skin-side-down over the glass, giving it a sharp bend to release the oils, then run it around the rim before dropping it in.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with jalape\u00f1o slice.""]","[{""name"": ""Four Roses"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""ginger beer"", ""amount"": ""2 dashes"", ""notes"": null}]",https://images.unsplash.com/photo-1569529465841-dfecdab7503b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1569529465841-dfecdab7503b?w=400&q=70&fit=crop&auto=format,unsplash,1569529465841-dfecdab7503b,False,Unsplash,https://unsplash.com/photos/1569529465841-dfecdab7503b
ll-00754,The Colonel's Fix,gin,Aviation,shake,coupe,large cube,cucumber ribbon,"[""citrusy"", ""herby"", ""refreshing""]","[""Healthy-ish"", ""Beach Day""]",easy,,Use large-format ice. A single 2-inch cube melts far slower than cracked ice and keeps the drink from becoming watered-down.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with cucumber ribbon.""]","[{""name"": ""Aviation"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=400&q=70&fit=crop&auto=format,unsplash,1560963805-6c64f2785b9c,False,Unsplash,https://unsplash.com/photos/1560963805-6c64f2785b9c
ll-00755,Amber Caribbean Cobbler,tequila,Clase Azul,shake,rocks,on the rocks,chili flakes on rim,"[""sweet"", ""herby"", ""bitter"", ""boozy"", ""umami""]","[""After Dinner"", ""Happy Hour"", ""Party Starter"", ""Brunch""]",easy,"Created in the 1980s as a marketing tool for a new vodka brand, it accidentally became a cultural phenomenon and a generational touchstone.","Build directly in the glass and add the carbonated ingredient last, giving only one gentle stir to preserve the bubbles.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with chili flakes on rim.""]","[{""name"": ""Clase Azul"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""cold brew coffee"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1546171753-97d7676e4602?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1546171753-97d7676e4602?w=400&q=70&fit=crop&auto=format,unsplash,1546171753-97d7676e4602,False,Unsplash,https://unsplash.com/photos/1546171753-97d7676e4602
